,Tahun,Bulan,Hari,Jam,elevasi (m)
177048,2004,3,13,0,2.13
177049,2004,3,13,1,2.07
177050,2004,3,13,2,1.94
177051,2004,3,13,3,1.83
177052,2004,3,13,4,1.76
177053,2004,3,13,5,1.71
177054,2004,3,13,6,1.68
177055,2004,3,13,7,1.63
177056,2004,3,13,8,1.62
177057,2004,3,13,9,1.63
177058,2004,3,13,10,1.73
177059,2004,3,13,11,1.76
177060,2004,3,13,12,1.85
177061,2004,3,13,13,1.93
177062,2004,3,13,14,1.98
177063,2004,3,13,15,1.99
177064,2004,3,13,16,2.1
177065,2004,3,13,17,2.22
177066,2004,3,13,18,2.29
177067,2004,3,13,19,2.32
177068,2004,3,13,20,2.35
177069,2004,3,13,21,2.33
177070,2004,3,13,22,2.35
177071,2004,3,13,23,2.31
177072,2004,3,14,0,2.26
177073,2004,3,14,1,2.16
177074,2004,3,14,2,2.03
177075,2004,3,14,3,1.83
177076,2004,3,14,4,1.72
177077,2004,3,14,5,1.61
177078,2004,3,14,6,1.59
177079,2004,3,14,7,1.49
177080,2004,3,14,8,1.44
177081,2004,3,14,9,1.39
177082,2004,3,14,10,1.49
177083,2004,3,14,11,1.54
177084,2004,3,14,12,1.65
177085,2004,3,14,13,1.78
177086,2004,3,14,14,1.91
177087,2004,3,14,15,2.0
177088,2004,3,14,16,2.03
177089,2004,3,14,17,2.1
177090,2004,3,14,18,2.19
177091,2004,3,14,19,2.18
177092,2004,3,14,20,2.25
177093,2004,3,14,21,2.35
177094,2004,3,14,22,2.38
177095,2004,3,14,23,2.38
177096,2004,3,15,0,2.35
177097,2004,3,15,1,2.29
177098,2004,3,15,2,2.19
177099,2004,3,15,3,2.03
177100,2004,3,15,4,1.87
177101,2004,3,15,5,1.73
177102,2004,3,15,6,1.58
177103,2004,3,15,7,1.52
177104,2004,3,15,8,1.51
177105,2004,3,15,9,1.46
177106,2004,3,15,10,1.5
177107,2004,3,15,11,1.55
177108,2004,3,15,12,1.67
177109,2004,3,15,13,1.72
177110,2004,3,15,14,1.84
177111,2004,3,15,15,1.89
177112,2004,3,15,16,1.91
177113,2004,3,15,17,1.92
177114,2004,3,15,18,2.02
177115,2004,3,15,19,2.05
177116,2004,3,15,20,2.13
177117,2004,3,15,21,2.25
177118,2004,3,15,22,2.29
177119,2004,3,15,23,2.34
177120,2004,3,16,0,2.39
177121,2004,3,16,1,2.4
177122,2004,3,16,2,2.3
177123,2004,3,16,3,2.19
177124,2004,3,16,4,2.08
177125,2004,3,16,5,1.88
177126,2004,3,16,6,1.73
177127,2004,3,16,7,1.64
177128,2004,3,16,8,1.55
177129,2004,3,16,9,1.47
177130,2004,3,16,10,1.54
177131,2004,3,16,11,1.65
177132,2004,3,16,12,1.67
177133,2004,3,16,13,1.79
177134,2004,3,16,14,1.87
177135,2004,3,16,15,1.9
177136,2004,3,16,16,1.9
177137,2004,3,16,17,1.98
177138,2004,3,16,18,1.94
177139,2004,3,16,19,2.0
177140,2004,3,16,20,2.07
177141,2004,3,16,21,2.18
177142,2004,3,16,22,2.29
177143,2004,3,16,23,2.32
177144,2004,3,17,0,2.39
177145,2004,3,17,1,2.35
177146,2004,3,17,2,2.3
177147,2004,3,17,3,2.29
177148,2004,3,17,4,2.25
177149,2004,3,17,5,1.93
177150,2004,3,17,6,1.77
177151,2004,3,17,7,1.69
177152,2004,3,17,8,1.58
177153,2004,3,17,9,1.49
177154,2004,3,17,10,1.48
177155,2004,3,17,11,1.51
177156,2004,3,17,12,1.59
177157,2004,3,17,13,1.7
177158,2004,3,17,14,1.82
177159,2004,3,17,15,1.86
177160,2004,3,17,16,1.88
177161,2004,3,17,17,1.93
177162,2004,3,17,18,1.91
177163,2004,3,17,19,1.94
177164,2004,3,17,20,2.03
177165,2004,3,17,21,2.1
177166,2004,3,17,22,2.16
177167,2004,3,17,23,2.19
177168,2004,3,18,0,2.27
177169,2004,3,18,1,2.32
177170,2004,3,18,2,2.27
177171,2004,3,18,3,2.19
177172,2004,3,18,4,2.13
177173,2004,3,18,5,1.96
177174,2004,3,18,6,1.81
177175,2004,3,18,7,1.71
177176,2004,3,18,8,1.53
177177,2004,3,18,9,1.49
177178,2004,3,18,10,1.5
177179,2004,3,18,11,1.53
177180,2004,3,18,12,1.58
177181,2004,3,18,13,1.68
177182,2004,3,18,14,1.77
177183,2004,3,18,15,1.75
177184,2004,3,18,16,1.85
177185,2004,3,18,17,1.84
177186,2004,3,18,18,1.82
177187,2004,3,18,19,1.82
177188,2004,3,18,20,1.86
177189,2004,3,18,21,1.96
177190,2004,3,18,22,2.0
177191,2004,3,18,23,2.09
177192,2004,3,19,0,2.16
177193,2004,3,19,1,2.22
177194,2004,3,19,2,2.25
177195,2004,3,19,3,2.23
177196,2004,3,19,4,2.16
177197,2004,3,19,5,2.08
177198,2004,3,19,6,1.98
177199,2004,3,19,7,1.86
177200,2004,3,19,8,1.73
177201,2004,3,19,9,1.68
177202,2004,3,19,10,1.64
177203,2004,3,19,11,1.64
177204,2004,3,19,12,1.74
177205,2004,3,19,13,1.85
177206,2004,3,19,14,1.93
177207,2004,3,19,15,1.96
177208,2004,3,19,16,2.01
177209,2004,3,19,17,2.0
177210,2004,3,19,18,1.98
177211,2004,3,19,19,1.97
177212,2004,3,19,20,1.95
177213,2004,3,19,21,2.0
177214,2004,3,19,22,2.05
177215,2004,3,19,23,2.13
177216,2004,3,20,0,2.21
177217,2004,3,20,1,2.28
177218,2004,3,20,2,2.32
177219,2004,3,20,3,2.32
177220,2004,3,20,4,2.27
177221,2004,3,20,5,2.24
177222,2004,3,20,6,2.11
177223,2004,3,20,7,2.0
177224,2004,3,20,8,1.86
177225,2004,3,20,9,1.78
177226,2004,3,20,10,1.79
177227,2004,3,20,11,1.76
177228,2004,3,20,12,1.82
177229,2004,3,20,13,1.99
177230,2004,3,20,14,2.07
177231,2004,3,20,15,2.11
177232,2004,3,20,16,2.11
177233,2004,3,20,17,2.09
177234,2004,3,20,18,2.06
177235,2004,3,20,19,1.93
177236,2004,3,20,20,1.96
177237,2004,3,20,21,1.92
177238,2004,3,20,22,2.0
177239,2004,3,20,23,1.99
177240,2004,3,21,0,2.05
177241,2004,3,21,1,2.11
177242,2004,3,21,2,2.15
177243,2004,3,21,3,2.15
177244,2004,3,21,4,2.13
177245,2004,3,21,5,2.04
177246,2004,3,21,6,1.94
177247,2004,3,21,7,1.88
177248,2004,3,21,8,1.81
177249,2004,3,21,9,1.76
177250,2004,3,21,10,1.77
177251,2004,3,21,11,1.77
177252,2004,3,21,12,1.84
177253,2004,3,21,13,1.93
177254,2004,3,21,14,2.01
177255,2004,3,21,15,2.09
177256,2004,3,21,16,2.11
177257,2004,3,21,17,2.08
177258,2004,3,21,18,2.11
177259,2004,3,21,19,2.06
177260,2004,3,21,20,2.01
177261,2004,3,21,21,2.02
177262,2004,3,21,22,2.01
177263,2004,3,21,23,2.04
177264,2004,3,22,0,2.01
177265,2004,3,22,1,2.03
177266,2004,3,22,2,2.07
177267,2004,3,22,3,2.12
177268,2004,3,22,4,2.09
177269,2004,3,22,5,2.04
177270,2004,3,22,6,1.99
177271,2004,3,22,7,1.96
177272,2004,3,22,8,1.85
177273,2004,3,22,9,1.83
177274,2004,3,22,10,1.82
177275,2004,3,22,11,1.87
177276,2004,3,22,12,1.94
177277,2004,3,22,13,1.94
177278,2004,3,22,14,2.04
177279,2004,3,22,15,2.1
177280,2004,3,22,16,2.07
177281,2004,3,22,17,2.08
177282,2004,3,22,18,2.04
177283,2004,3,22,19,2.02
177284,2004,3,22,20,1.99
177285,2004,3,22,21,1.95
177286,2004,3,22,22,1.95
177287,2004,3,22,23,1.99
177288,2004,3,23,0,1.91
177289,2004,3,23,1,1.9
177290,2004,3,23,2,1.89
177291,2004,3,23,3,1.91
177292,2004,3,23,4,1.92
177293,2004,3,23,5,1.86
177294,2004,3,23,6,1.87
177295,2004,3,23,7,1.83
177296,2004,3,23,8,1.78
177297,2004,3,23,9,1.76
177298,2004,3,23,10,1.78
177299,2004,3,23,11,1.82
177300,2004,3,23,12,1.86
177301,2004,3,23,13,1.92
177302,2004,3,23,14,2.07
177303,2004,3,23,15,2.08
177304,2004,3,23,16,2.11
177305,2004,3,23,17,2.13
177306,2004,3,23,18,2.1
177307,2004,3,23,19,2.06
177308,2004,3,23,20,2.03
177309,2004,3,23,21,1.99
177310,2004,3,23,22,1.95
177311,2004,3,23,23,1.95
177312,2004,3,24,0,1.88
177313,2004,3,24,1,1.85
177314,2004,3,24,2,1.86
177315,2004,3,24,3,1.83
177316,2004,3,24,4,1.83
177317,2004,3,24,5,1.8
177318,2004,3,24,6,1.75
177319,2004,3,24,7,1.73
177320,2004,3,24,8,1.71
177321,2004,3,24,9,1.71
177322,2004,3,24,10,1.73
177323,2004,3,24,11,1.82
177324,2004,3,24,12,1.9
177325,2004,3,24,13,1.97
177326,2004,3,24,14,2.01
177327,2004,3,24,15,2.07
177328,2004,3,24,16,2.15
177329,2004,3,24,17,2.15
177330,2004,3,24,18,2.15
177331,2004,3,24,19,2.11
177332,2004,3,24,20,2.09
177333,2004,3,24,21,2.07
177334,2004,3,24,22,1.95
177335,2004,3,24,23,1.89
177336,2004,3,25,0,1.84
177337,2004,3,25,1,1.78
177338,2004,3,25,2,1.78
177339,2004,3,25,3,1.78
177340,2004,3,25,4,1.76
177341,2004,3,25,5,1.77
177342,2004,3,25,6,1.74
177343,2004,3,25,7,1.73
177344,2004,3,25,8,1.75
177345,2004,3,25,9,1.73
177346,2004,3,25,10,1.76
177347,2004,3,25,11,1.82
177348,2004,3,25,12,1.88
177349,2004,3,25,13,1.98
177350,2004,3,25,14,2.04
177351,2004,3,25,15,2.13
177352,2004,3,25,16,2.19
177353,2004,3,25,17,2.19
177354,2004,3,25,18,2.22
177355,2004,3,25,19,2.18
177356,2004,3,25,20,2.18
177357,2004,3,25,21,2.16
177358,2004,3,25,22,2.1
177359,2004,3,25,23,2.01
177360,2004,3,26,0,1.97
177361,2004,3,26,1,1.91
177362,2004,3,26,2,1.81
177363,2004,3,26,3,1.76
177364,2004,3,26,4,1.76
177365,2004,3,26,5,1.72
177366,2004,3,26,6,1.71
177367,2004,3,26,7,1.66
177368,2004,3,26,8,1.72
177369,2004,3,26,9,1.75
177370,2004,3,26,10,1.79
177371,2004,3,26,11,1.87
177372,2004,3,26,12,1.99
177373,2004,3,26,13,2.04
177374,2004,3,26,14,2.08
177375,2004,3,26,15,2.18
177376,2004,3,26,16,2.19
177377,2004,3,26,17,2.24
177378,2004,3,26,18,2.2
177379,2004,3,26,19,2.22
177380,2004,3,26,20,2.22
177381,2004,3,26,21,2.2
177382,2004,3,26,22,2.19
177383,2004,3,26,23,2.14
177384,2004,3,27,0,2.08
177385,2004,3,27,1,1.99
177386,2004,3,27,2,1.9
177387,2004,3,27,3,1.8
177388,2004,3,27,4,1.73
177389,2004,3,27,5,1.7
177390,2004,3,27,6,1.69
177391,2004,3,27,7,1.66
177392,2004,3,27,8,1.69
177393,2004,3,27,9,1.74
177394,2004,3,27,10,1.81
177395,2004,3,27,11,1.93
177396,2004,3,27,12,2.02
177397,2004,3,27,13,2.1
177398,2004,3,27,14,2.13
177399,2004,3,27,15,2.19
177400,2004,3,27,16,2.2
177401,2004,3,27,17,2.22
177402,2004,3,27,18,2.24
177403,2004,3,27,19,2.24
177404,2004,3,27,20,2.23
177405,2004,3,27,21,2.24
177406,2004,3,27,22,2.23
177407,2004,3,27,23,2.2
177408,2004,3,28,0,2.16
177409,2004,3,28,1,2.1
177410,2004,3,28,2,2.0
177411,2004,3,28,3,1.88
177412,2004,3,28,4,1.78
177413,2004,3,28,5,1.68
177414,2004,3,28,6,1.63
177415,2004,3,28,7,1.65
177416,2004,3,28,8,1.68
177417,2004,3,28,9,1.73
177418,2004,3,28,10,1.86
177419,2004,3,28,11,1.96
177420,2004,3,28,12,2.07
177421,2004,3,28,13,2.17
177422,2004,3,28,14,2.19
177423,2004,3,28,15,2.2
177424,2004,3,28,16,2.21
177425,2004,3,28,17,2.22
177426,2004,3,28,18,2.27
177427,2004,3,28,19,2.29
177428,2004,3,28,20,-32.767
177429,2004,3,28,21,-32.767
177430,2004,3,28,22,-32.767
177431,2004,3,28,23,-32.767
177432,2004,3,29,0,-32.767
177433,2004,3,29,1,-32.767
177434,2004,3,29,2,-32.767
177435,2004,3,29,3,-32.767
177436,2004,3,29,4,-32.767
177437,2004,3,29,5,-32.767
177438,2004,3,29,6,-32.767
177439,2004,3,29,7,-32.767
177440,2004,3,29,8,-32.767
177441,2004,3,29,9,-32.767
177442,2004,3,29,10,-32.767
177443,2004,3,29,11,-32.767
177444,2004,3,29,12,-32.767
177445,2004,3,29,13,-32.767
177446,2004,3,29,14,-32.767
177447,2004,3,29,15,-32.767
177448,2004,3,29,16,-32.767
177449,2004,3,29,17,-32.767
177450,2004,3,29,18,-32.767
177451,2004,3,29,19,-32.767
177452,2004,3,29,20,-32.767
177453,2004,3,29,21,-32.767
177454,2004,3,29,22,-32.767
177455,2004,3,29,23,-32.767
177456,2004,3,30,0,-32.767
177457,2004,3,30,1,-32.767
177458,2004,3,30,2,-32.767
177459,2004,3,30,3,-32.767
177460,2004,3,30,4,1.89
177461,2004,3,30,5,1.78
177462,2004,3,30,6,1.65
177463,2004,3,30,7,1.55
177464,2004,3,30,8,1.54
177465,2004,3,30,9,1.59
177466,2004,3,30,10,1.69
177467,2004,3,30,11,1.78
177468,2004,3,30,12,1.93
177469,2004,3,30,13,1.99
177470,2004,3,30,14,2.05
177471,2004,3,30,15,2.07
177472,2004,3,30,16,2.11
177473,2004,3,30,17,2.06
177474,2004,3,30,18,2.09
177475,2004,3,30,19,2.12
177476,2004,3,30,20,2.17
177477,2004,3,30,21,2.21
177478,2004,3,30,22,2.27
177479,2004,3,30,23,2.29
177480,2004,3,31,0,2.28
177481,2004,3,31,1,2.28
177482,2004,3,31,2,2.24
177483,2004,3,31,3,2.14
177484,2004,3,31,4,2.05
177485,2004,3,31,5,1.92
177486,2004,3,31,6,1.83
177487,2004,3,31,7,1.7
177488,2004,3,31,8,1.64
177489,2004,3,31,9,1.64
177490,2004,3,31,10,1.66
177491,2004,3,31,11,1.76
177492,2004,3,31,12,1.91
177493,2004,3,31,13,2.01
177494,2004,3,31,14,2.08
177495,2004,3,31,15,2.12
177496,2004,3,31,16,2.13
177497,2004,3,31,17,2.34
177498,2004,3,31,18,2.33
177499,2004,3,31,19,2.25
177500,2004,3,31,20,2.14
177501,2004,3,31,21,2.05
177502,2004,3,31,22,1.92
177503,2004,3,31,23,1.8
177504,2004,4,1,0,2.34
177505,2004,4,1,1,2.33
177506,2004,4,1,2,2.25
177507,2004,4,1,3,2.14
177508,2004,4,1,4,2.05
177509,2004,4,1,5,1.92
177510,2004,4,1,6,1.8
177511,2004,4,1,7,1.71
177512,2004,4,1,8,1.71
177513,2004,4,1,9,1.71
177514,2004,4,1,10,1.78
177515,2004,4,1,11,1.89
177516,2004,4,1,12,1.99
177517,2004,4,1,13,2.1
177518,2004,4,1,14,2.12
177519,2004,4,1,15,2.1
177520,2004,4,1,16,2.09
177521,2004,4,1,17,2.04
177522,2004,4,1,18,2.07
177523,2004,4,1,19,2.08
177524,2004,4,1,20,2.15
177525,2004,4,1,21,2.23
177526,2004,4,1,22,2.31
177527,2004,4,1,23,2.37
177528,2004,4,2,0,2.32
177529,2004,4,2,1,2.32
177530,2004,4,2,2,2.26
177531,2004,4,2,3,2.16
177532,2004,4,2,4,2.07
177533,2004,4,2,5,2.0
177534,2004,4,2,6,1.88
177535,2004,4,2,7,1.79
177536,2004,4,2,8,1.76
177537,2004,4,2,9,1.76
177538,2004,4,2,10,1.8
177539,2004,4,2,11,1.93
177540,2004,4,2,12,1.99
177541,2004,4,2,13,2.07
177542,2004,4,2,14,2.14
177543,2004,4,2,15,2.11
177544,2004,4,2,16,2.09
177545,2004,4,2,17,2.06
177546,2004,4,2,18,2.06
177547,2004,4,2,19,2.05
177548,2004,4,2,20,2.09
177549,2004,4,2,21,2.16
177550,2004,4,2,22,2.23
177551,2004,4,2,23,2.3
177552,2004,4,3,0,2.31
177553,2004,4,3,1,2.31
177554,2004,4,3,2,2.27
177555,2004,4,3,3,2.19
177556,2004,4,3,4,2.12
177557,2004,4,3,5,2.07
177558,2004,4,3,6,2.0
177559,2004,4,3,7,1.89
177560,2004,4,3,8,1.86
177561,2004,4,3,9,1.9
177562,2004,4,3,10,1.86
177563,2004,4,3,11,1.99
177564,2004,4,3,12,2.03
177565,2004,4,3,13,2.06
177566,2004,4,3,14,2.12
177567,2004,4,3,15,2.1
177568,2004,4,3,16,2.07
177569,2004,4,3,17,2.03
177570,2004,4,3,18,2.0
177571,2004,4,3,19,2.02
177572,2004,4,3,20,2.06
177573,2004,4,3,21,2.08
177574,2004,4,3,22,2.16
177575,2004,4,3,23,2.25
177576,2004,4,4,0,2.26
177577,2004,4,4,1,2.31
177578,2004,4,4,2,2.29
177579,2004,4,4,3,2.22
177580,2004,4,4,4,2.14
177581,2004,4,4,5,2.08
177582,2004,4,4,6,2.01
177583,2004,4,4,7,1.93
177584,2004,4,4,8,1.89
177585,2004,4,4,9,1.85
177586,2004,4,4,10,1.89
177587,2004,4,4,11,1.98
177588,2004,4,4,12,2.08
177589,2004,4,4,13,2.13
177590,2004,4,4,14,2.18
177591,2004,4,4,15,2.15
177592,2004,4,4,16,2.13
177593,2004,4,4,17,2.08
177594,2004,4,4,18,2.05
177595,2004,4,4,19,2.04
177596,2004,4,4,20,2.05
177597,2004,4,4,21,2.08
177598,2004,4,4,22,2.09
177599,2004,4,4,23,2.11
177600,2004,4,5,0,2.18
177601,2004,4,5,1,2.19
177602,2004,4,5,2,2.18
177603,2004,4,5,3,2.13
177604,2004,4,5,4,2.04
177605,2004,4,5,5,2.01
177606,2004,4,5,6,2.0
177607,2004,4,5,7,1.94
177608,2004,4,5,8,1.96
177609,2004,4,5,9,1.9
177610,2004,4,5,10,1.95
177611,2004,4,5,11,2.01
177612,2004,4,5,12,2.1
177613,2004,4,5,13,2.19
177614,2004,4,5,14,2.21
177615,2004,4,5,15,2.2
177616,2004,4,5,16,2.16
177617,2004,4,5,17,2.12
177618,2004,4,5,18,2.07
177619,2004,4,5,19,2.05
177620,2004,4,5,20,2.0
177621,2004,4,5,21,2.0
177622,2004,4,5,22,1.96
177623,2004,4,5,23,1.93
177624,2004,4,6,0,2.0
177625,2004,4,6,1,2.02
177626,2004,4,6,2,2.07
177627,2004,4,6,3,2.02
177628,2004,4,6,4,1.97
177629,2004,4,6,5,1.96
177630,2004,4,6,6,1.91
177631,2004,4,6,7,1.86
177632,2004,4,6,8,1.89
177633,2004,4,6,9,1.93
177634,2004,4,6,10,1.95
177635,2004,4,6,11,2.03
177636,2004,4,6,12,2.13
177637,2004,4,6,13,2.24
177638,2004,4,6,14,2.32
177639,2004,4,6,15,2.34
177640,2004,4,6,16,2.3
177641,2004,4,6,17,2.26
177642,2004,4,6,18,2.19
177643,2004,4,6,19,2.17
177644,2004,4,6,20,2.1
177645,2004,4,6,21,2.08
177646,2004,4,6,22,2.0
177647,2004,4,6,23,1.95
177648,2004,4,7,0,1.9
177649,2004,4,7,1,1.96
177650,2004,4,7,2,1.96
177651,2004,4,7,3,1.97
177652,2004,4,7,4,1.92
177653,2004,4,7,5,1.91
177654,2004,4,7,6,1.91
177655,2004,4,7,7,1.95
177656,2004,4,7,8,1.93
177657,2004,4,7,9,2.0
177658,2004,4,7,10,2.08
177659,2004,4,7,11,2.11
177660,2004,4,7,12,2.22
177661,2004,4,7,13,2.29
177662,2004,4,7,14,2.4
177663,2004,4,7,15,2.4
177664,2004,4,7,16,2.38
177665,2004,4,7,17,2.32
177666,2004,4,7,18,2.29
177667,2004,4,7,19,2.24
177668,2004,4,7,20,2.17
177669,2004,4,7,21,2.12
177670,2004,4,7,22,2.05
177671,2004,4,7,23,1.95
177672,2004,4,8,0,1.87
177673,2004,4,8,1,1.86
177674,2004,4,8,2,1.83
177675,2004,4,8,3,1.84
177676,2004,4,8,4,1.81
177677,2004,4,8,5,1.81
177678,2004,4,8,6,1.79
177679,2004,4,8,7,1.84
177680,2004,4,8,8,1.9
177681,2004,4,8,9,1.97
177682,2004,4,8,10,2.07
177683,2004,4,8,11,2.19
177684,2004,4,8,12,2.2
177685,2004,4,8,13,2.32
177686,2004,4,8,14,2.5
177687,2004,4,8,15,2.34
177688,2004,4,8,16,2.32
177689,2004,4,8,17,2.4
177690,2004,4,8,18,2.41
177691,2004,4,8,19,2.34
177692,2004,4,8,20,2.27
177693,2004,4,8,21,2.2
177694,2004,4,8,22,2.1
177695,2004,4,8,23,1.99
177696,2004,4,9,0,1.79
177697,2004,4,9,1,1.74
177698,2004,4,9,2,1.69
177699,2004,4,9,3,1.67
177700,2004,4,9,4,1.65
177701,2004,4,9,5,1.61
177702,2004,4,9,6,1.68
177703,2004,4,9,7,1.69
177704,2004,4,9,8,1.76
177705,2004,4,9,9,1.84
177706,2004,4,9,10,1.95
177707,2004,4,9,11,2.06
177708,2004,4,9,12,2.15
177709,2004,4,9,13,2.23
177710,2004,4,9,14,2.29
177711,2004,4,9,15,2.4
177712,2004,4,9,16,2.43
177713,2004,4,9,17,2.43
177714,2004,4,9,18,2.39
177715,2004,4,9,19,2.39
177716,2004,4,9,20,2.32
177717,2004,4,9,21,2.22
177718,2004,4,9,22,2.18
177719,2004,4,9,23,2.05
177720,2004,4,10,0,1.91
177721,2004,4,10,1,1.78
177722,2004,4,10,2,1.72
177723,2004,4,10,3,1.62
177724,2004,4,10,4,1.57
177725,2004,4,10,5,1.57
177726,2004,4,10,6,1.55
177727,2004,4,10,7,1.59
177728,2004,4,10,8,1.7
177729,2004,4,10,9,1.8
177730,2004,4,10,10,1.91
177731,2004,4,10,11,2.04
177732,2004,4,10,12,2.12
177733,2004,4,10,13,2.18
177734,2004,4,10,14,2.23
177735,2004,4,10,15,2.32
177736,2004,4,10,16,2.37
177737,2004,4,10,17,2.41
177738,2004,4,10,18,2.43
177739,2004,4,10,19,2.42
177740,2004,4,10,20,2.38
177741,2004,4,10,21,2.33
177742,2004,4,10,22,2.27
177743,2004,4,10,23,2.15
177744,2004,4,11,0,2.04
177745,2004,4,11,1,1.94
177746,2004,4,11,2,1.85
177747,2004,4,11,3,1.73
177748,2004,4,11,4,1.64
177749,2004,4,11,5,1.59
177750,2004,4,11,6,1.58
177751,2004,4,11,7,1.61
177752,2004,4,11,8,1.67
177753,2004,4,11,9,1.71
177754,2004,4,11,10,1.78
177755,2004,4,11,11,1.85
177756,2004,4,11,12,1.92
177757,2004,4,11,13,1.99
177758,2004,4,11,14,2.07
177759,2004,4,11,15,2.15
177760,2004,4,11,16,2.22
177761,2004,4,11,17,2.31
177762,2004,4,11,18,2.36
177763,2004,4,11,19,2.38
177764,2004,4,11,20,2.43
177765,2004,4,11,21,2.41
177766,2004,4,11,22,2.38
177767,2004,4,11,23,2.32
177768,2004,4,12,0,2.21
177769,2004,4,12,1,2.08
177770,2004,4,12,2,1.94
177771,2004,4,12,3,1.77
177772,2004,4,12,4,1.65
177773,2004,4,12,5,1.55
177774,2004,4,12,6,1.51
177775,2004,4,12,7,1.51
177776,2004,4,12,8,1.58
177777,2004,4,12,9,1.68
177778,2004,4,12,10,1.8
177779,2004,4,12,11,1.92
177780,2004,4,12,12,2.0
177781,2004,4,12,13,2.1
177782,2004,4,12,14,2.13
177783,2004,4,12,15,2.14
177784,2004,4,12,16,2.12
177785,2004,4,12,17,2.16
177786,2004,4,12,18,2.2
177787,2004,4,12,19,2.22
177788,2004,4,12,20,2.28
177789,2004,4,12,21,2.35
177790,2004,4,12,22,2.37
177791,2004,4,12,23,2.36
177792,2004,4,13,0,2.33
177793,2004,4,13,1,2.22
177794,2004,4,13,2,2.07
177795,2004,4,13,3,1.94
177796,2004,4,13,4,1.8
177797,2004,4,13,5,1.68
177798,2004,4,13,6,1.62
177799,2004,4,13,7,1.54
177800,2004,4,13,8,1.6
177801,2004,4,13,9,1.72
177802,2004,4,13,10,1.86
177803,2004,4,13,11,2.01
177804,2004,4,13,12,2.12
177805,2004,4,13,13,2.21
177806,2004,4,13,14,2.23
177807,2004,4,13,15,2.22
177808,2004,4,13,16,2.19
177809,2004,4,13,17,2.19
177810,2004,4,13,18,2.21
177811,2004,4,13,19,2.25
177812,2004,4,13,20,2.32
177813,2004,4,13,21,2.37
177814,2004,4,13,22,2.45
177815,2004,4,13,23,2.48
177816,2004,4,14,0,2.48
177817,2004,4,14,1,2.41
177818,2004,4,14,2,2.33
177819,2004,4,14,3,2.26
177820,2004,4,14,4,2.04
177821,2004,4,14,5,2.0
177822,2004,4,14,6,1.95
177823,2004,4,14,7,1.87
177824,2004,4,14,8,1.78
177825,2004,4,14,9,1.77
177826,2004,4,14,10,1.75
177827,2004,4,14,11,1.79
177828,2004,4,14,12,1.9
177829,2004,4,14,13,2.04
177830,2004,4,14,14,2.14
177831,2004,4,14,15,2.19
177832,2004,4,14,16,2.21
177833,2004,4,14,17,2.18
177834,2004,4,14,18,2.16
177835,2004,4,14,19,2.15
177836,2004,4,14,20,2.15
177837,2004,4,14,21,2.21
177838,2004,4,14,22,2.27
177839,2004,4,14,23,2.34
177840,2004,4,15,0,2.38
177841,2004,4,15,1,2.43
177842,2004,4,15,2,2.37
177843,2004,4,15,3,2.32
177844,2004,4,15,4,2.26
177845,2004,4,15,5,2.16
177846,2004,4,15,6,2.02
177847,2004,4,15,7,1.85
177848,2004,4,15,8,1.804
177849,2004,4,15,9,1.801
177850,2004,4,15,10,1.836
177851,2004,4,15,11,1.91
177852,2004,4,15,12,2.004
177853,2004,4,15,13,2.086
177854,2004,4,15,14,2.132
177855,2004,4,15,15,2.14
177856,2004,4,15,16,2.17
177857,2004,4,15,17,2.16
177858,2004,4,15,18,2.13
177859,2004,4,15,19,2.11
177860,2004,4,15,20,2.12
177861,2004,4,15,21,2.13
177862,2004,4,15,22,2.16
177863,2004,4,15,23,2.21
177864,2004,4,16,0,2.23
177865,2004,4,16,1,2.26
177866,2004,4,16,2,2.24
177867,2004,4,16,3,2.23
177868,2004,4,16,4,2.17
177869,2004,4,16,5,2.12
177870,2004,4,16,6,2.02
177871,2004,4,16,7,1.98
177872,2004,4,16,8,1.9
177873,2004,4,16,9,1.85
177874,2004,4,16,10,1.84
177875,2004,4,16,11,1.85
177876,2004,4,16,12,1.93
177877,2004,4,16,13,2.02
177878,2004,4,16,14,2.13
177879,2004,4,16,15,2.19
177880,2004,4,16,16,2.22
177881,2004,4,16,17,2.19
177882,2004,4,16,18,2.13
177883,2004,4,16,19,2.14
177884,2004,4,16,20,2.13
177885,2004,4,16,21,2.11
177886,2004,4,16,22,2.13
177887,2004,4,16,23,2.11
177888,2004,4,17,0,2.13
177889,2004,4,17,1,2.15
177890,2004,4,17,2,2.16
177891,2004,4,17,3,2.12
177892,2004,4,17,4,2.08
177893,2004,4,17,5,2.05
177894,2004,4,17,6,2.03
177895,2004,4,17,7,2.0
177896,2004,4,17,8,1.96
177897,2004,4,17,9,1.94
177898,2004,4,17,10,1.94
177899,2004,4,17,11,1.96
177900,2004,4,17,12,2.04
177901,2004,4,17,13,2.15
177902,2004,4,17,14,2.23
177903,2004,4,17,15,2.25
177904,2004,4,17,16,2.27
177905,2004,4,17,17,2.25
177906,2004,4,17,18,2.2
177907,2004,4,17,19,2.18
177908,2004,4,17,20,2.17
177909,2004,4,17,21,2.15
177910,2004,4,17,22,2.11
177911,2004,4,17,23,2.08
177912,2004,4,18,0,2.07
177913,2004,4,18,1,2.06
177914,2004,4,18,2,2.07
177915,2004,4,18,3,2.07
177916,2004,4,18,4,2.03
177917,2004,4,18,5,1.99
177918,2004,4,18,6,1.98
