,Tahun,Bulan,Hari,Jam,elevasi (m)
176175,2004,2,5,15,1.58
176176,2004,2,5,16,1.65
176177,2004,2,5,17,1.72
176178,2004,2,5,18,1.76
176179,2004,2,5,19,1.77
176180,2004,2,5,20,1.86
176181,2004,2,5,21,1.88
176182,2004,2,5,22,1.99
176183,2004,2,5,23,2.08
176184,2004,2,6,0,2.22
176185,2004,2,6,1,2.26
176186,2004,2,6,2,2.34
176187,2004,2,6,3,2.37
176188,2004,2,6,4,2.31
176189,2004,2,6,5,2.2
176190,2004,2,6,6,2.07
176191,2004,2,6,7,1.9
176192,2004,2,6,8,1.76
176193,2004,2,6,9,1.62
176194,2004,2,6,10,1.52
176195,2004,2,6,11,1.45
176196,2004,2,6,12,1.45
176197,2004,2,6,13,1.47
176198,2004,2,6,14,1.52
176199,2004,2,6,15,1.56
176200,2004,2,6,16,1.62
176201,2004,2,6,17,1.64
176202,2004,2,6,18,1.68
176203,2004,2,6,19,1.76
176204,2004,2,6,20,1.82
176205,2004,2,6,21,1.85
176206,2004,2,6,22,2.02
176207,2004,2,6,23,2.03
176208,2004,2,7,0,2.09
176209,2004,2,7,1,2.28
176210,2004,2,7,2,2.27
176211,2004,2,7,3,2.34
176212,2004,2,7,4,2.3
176213,2004,2,7,5,2.28
176214,2004,2,7,6,2.14
176215,2004,2,7,7,2.04
176216,2004,2,7,8,1.83
176217,2004,2,7,9,1.73
176218,2004,2,7,10,1.63
176219,2004,2,7,11,1.49
176220,2004,2,7,12,1.47
176221,2004,2,7,13,1.49
176222,2004,2,7,14,1.58
176223,2004,2,7,15,1.5
176224,2004,2,7,16,1.54
176225,2004,2,7,17,1.6
176226,2004,2,7,18,1.66
176227,2004,2,7,19,1.68
176228,2004,2,7,20,1.72
176229,2004,2,7,21,1.75
176230,2004,2,7,22,1.83
176231,2004,2,7,23,1.95
176232,2004,2,8,0,1.9
176233,2004,2,8,1,2.06
176234,2004,2,8,2,2.14
176235,2004,2,8,3,2.17
176236,2004,2,8,4,2.13
176237,2004,2,8,5,2.09
176238,2004,2,8,6,2.01
176239,2004,2,8,7,1.92
176240,2004,2,8,8,1.8
176241,2004,2,8,9,1.69
176242,2004,2,8,10,1.52
176243,2004,2,8,11,1.51
176244,2004,2,8,12,1.44
176245,2004,2,8,13,1.4
176246,2004,2,8,14,1.45
176247,2004,2,8,15,1.61
176248,2004,2,8,16,1.51
176249,2004,2,8,17,1.54
176250,2004,2,8,18,1.66
176251,2004,2,8,19,1.59
176252,2004,2,8,20,1.59
176253,2004,2,8,21,1.56
176254,2004,2,8,22,1.64
176255,2004,2,8,23,1.77
176256,2004,2,9,0,1.82
176257,2004,2,9,1,1.91
176258,2004,2,9,2,1.98
176259,2004,2,9,3,2.05
176260,2004,2,9,4,2.07
176261,2004,2,9,5,2.06
176262,2004,2,9,6,2.04
176263,2004,2,9,7,2.02
176264,2004,2,9,8,1.88
176265,2004,2,9,9,1.77
176266,2004,2,9,10,1.62
176267,2004,2,9,11,1.55
176268,2004,2,9,12,1.54
176269,2004,2,9,13,1.48
176270,2004,2,9,14,1.52
176271,2004,2,9,15,1.55
176272,2004,2,9,16,1.7
176273,2004,2,9,17,1.65
176274,2004,2,9,18,1.67
176275,2004,2,9,19,1.66
176276,2004,2,9,20,1.66
176277,2004,2,9,21,1.66
176278,2004,2,9,22,1.7
176279,2004,2,9,23,1.79
176280,2004,2,10,0,1.85
176281,2004,2,10,1,1.93
176282,2004,2,10,2,2.0
176283,2004,2,10,3,2.03
176284,2004,2,10,4,2.06
176285,2004,2,10,5,2.05
176286,2004,2,10,6,2.07
176287,2004,2,10,7,2.0
176288,2004,2,10,8,1.92
176289,2004,2,10,9,1.8
176290,2004,2,10,10,1.67
176291,2004,2,10,11,1.57
176292,2004,2,10,12,1.54
176293,2004,2,10,13,1.52
176294,2004,2,10,14,1.55
176295,2004,2,10,15,1.61
176296,2004,2,10,16,1.72
176297,2004,2,10,17,1.77
176298,2004,2,10,18,1.77
176299,2004,2,10,19,1.82
176300,2004,2,10,20,1.82
176301,2004,2,10,21,1.78
176302,2004,2,10,22,1.77
176303,2004,2,10,23,1.76
176304,2004,2,11,0,1.86
176305,2004,2,11,1,1.91
176306,2004,2,11,2,1.97
176307,2004,2,11,3,2.0
176308,2004,2,11,4,2.01
176309,2004,2,11,5,1.99
176310,2004,2,11,6,1.94
176311,2004,2,11,7,1.87
176312,2004,2,11,8,1.8
176313,2004,2,11,9,1.69
176314,2004,2,11,10,1.6
176315,2004,2,11,11,1.55
176316,2004,2,11,12,1.55
176317,2004,2,11,13,1.55
176318,2004,2,11,14,1.6
176319,2004,2,11,15,1.65
176320,2004,2,11,16,1.74
176321,2004,2,11,17,1.79
176322,2004,2,11,18,1.8
176323,2004,2,11,19,1.85
176324,2004,2,11,20,1.79
176325,2004,2,11,21,1.82
176326,2004,2,11,22,1.85
176327,2004,2,11,23,1.88
176328,2004,2,12,0,1.89
176329,2004,2,12,1,1.93
176330,2004,2,12,2,1.9
176331,2004,2,12,3,1.89
176332,2004,2,12,4,1.89
176333,2004,2,12,5,1.87
176334,2004,2,12,6,1.83
176335,2004,2,12,7,1.79
176336,2004,2,12,8,1.73
176337,2004,2,12,9,1.68
176338,2004,2,12,10,1.61
176339,2004,2,12,11,1.61
176340,2004,2,12,12,1.64
176341,2004,2,12,13,1.65
176342,2004,2,12,14,1.63
176343,2004,2,12,15,1.75
176344,2004,2,12,16,1.78
176345,2004,2,12,17,1.89
176346,2004,2,12,18,1.94
176347,2004,2,12,19,1.95
176348,2004,2,12,20,2.0
176349,2004,2,12,21,2.02
176350,2004,2,12,22,2.02
176351,2004,2,12,23,1.99
176352,2004,2,13,0,1.99
176353,2004,2,13,1,1.97
176354,2004,2,13,2,1.94
176355,2004,2,13,3,1.89
176356,2004,2,13,4,1.85
176357,2004,2,13,5,1.81
176358,2004,2,13,6,1.72
176359,2004,2,13,7,1.73
176360,2004,2,13,8,1.65
176361,2004,2,13,9,1.65
176362,2004,2,13,10,1.63
176363,2004,2,13,11,1.6
176364,2004,2,13,12,1.71
176365,2004,2,13,13,1.69
176366,2004,2,13,14,1.77
176367,2004,2,13,15,1.74
176368,2004,2,13,16,1.95
176369,2004,2,13,17,1.93
176370,2004,2,13,18,2.0
176371,2004,2,13,19,2.03
176372,2004,2,13,20,2.04
176373,2004,2,13,21,2.1
176374,2004,2,13,22,2.14
176375,2004,2,13,23,2.14
176376,2004,2,14,0,2.11
176377,2004,2,14,1,2.06
176378,2004,2,14,2,2.06
176379,2004,2,14,3,2.01
176380,2004,2,14,4,1.92
176381,2004,2,14,5,1.85
176382,2004,2,14,6,1.77
176383,2004,2,14,7,1.71
176384,2004,2,14,8,1.64
176385,2004,2,14,9,1.62
176386,2004,2,14,10,1.6
176387,2004,2,14,11,1.58
176388,2004,2,14,12,1.63
176389,2004,2,14,13,1.66
176390,2004,2,14,14,1.72
176391,2004,2,14,15,1.77
176392,2004,2,14,16,1.92
176393,2004,2,14,17,1.95
176394,2004,2,14,18,2.0
176395,2004,2,14,19,2.09
176396,2004,2,14,20,2.24
176397,2004,2,14,21,2.19
176398,2004,2,14,22,2.26
176399,2004,2,14,23,2.28
176400,2004,2,15,0,2.3
176401,2004,2,15,1,2.26
176402,2004,2,15,2,2.17
176403,2004,2,15,3,2.09
176404,2004,2,15,4,1.97
176405,2004,2,15,5,1.82
176406,2004,2,15,6,1.72
176407,2004,2,15,7,1.61
176408,2004,2,15,8,1.52
176409,2004,2,15,9,1.49
176410,2004,2,15,10,1.49
176411,2004,2,15,11,1.47
176412,2004,2,15,12,1.55
176413,2004,2,15,13,1.58
176414,2004,2,15,14,1.71
176415,2004,2,15,15,1.72
176416,2004,2,15,16,1.82
176417,2004,2,15,17,1.87
176418,2004,2,15,18,1.87
176419,2004,2,15,19,1.97
176420,2004,2,15,20,2.08
176421,2004,2,15,21,2.19
176422,2004,2,15,22,2.24
176423,2004,2,15,23,2.33
176424,2004,2,16,0,2.38
176425,2004,2,16,1,2.36
176426,2004,2,16,2,2.32
176427,2004,2,16,3,2.26
176428,2004,2,16,4,2.08
176429,2004,2,16,5,1.9
176430,2004,2,16,6,1.76
176431,2004,2,16,7,1.61
176432,2004,2,16,8,1.49
176433,2004,2,16,9,1.43
176434,2004,2,16,10,1.41
176435,2004,2,16,11,1.41
176436,2004,2,16,12,1.44
176437,2004,2,16,13,1.53
176438,2004,2,16,14,1.6
176439,2004,2,16,15,1.65
176440,2004,2,16,16,1.77
176441,2004,2,16,17,1.84
176442,2004,2,16,18,1.86
176443,2004,2,16,19,2.01
176444,2004,2,16,20,2.09
176445,2004,2,16,21,2.2
176446,2004,2,16,22,2.29
176447,2004,2,16,23,2.37
176448,2004,2,17,0,2.45
176449,2004,2,17,1,2.46
176450,2004,2,17,2,2.41
176451,2004,2,17,3,2.37
176452,2004,2,17,4,2.27
176453,2004,2,17,5,2.06
176454,2004,2,17,6,1.86
176455,2004,2,17,7,1.7
176456,2004,2,17,8,1.54
176457,2004,2,17,9,1.43
176458,2004,2,17,10,1.41
176459,2004,2,17,11,1.4
176460,2004,2,17,12,1.46
176461,2004,2,17,13,1.51
176462,2004,2,17,14,1.59
176463,2004,2,17,15,1.69
176464,2004,2,17,16,1.77
176465,2004,2,17,17,1.79
176466,2004,2,17,18,1.85
176467,2004,2,17,19,1.95
176468,2004,2,17,20,1.99
176469,2004,2,17,21,2.08
176470,2004,2,17,22,2.24
176471,2004,2,17,23,2.35
176472,2004,2,18,0,2.49
176473,2004,2,18,1,2.49
176474,2004,2,18,2,2.49
176475,2004,2,18,3,2.44
176476,2004,2,18,4,2.29
176477,2004,2,18,5,2.18
176478,2004,2,18,6,2.01
176479,2004,2,18,7,1.8
176480,2004,2,18,8,1.62
176481,2004,2,18,9,1.52
176482,2004,2,18,10,1.44
176483,2004,2,18,11,1.41
176484,2004,2,18,12,1.43
176485,2004,2,18,13,1.47
176486,2004,2,18,14,1.6
176487,2004,2,18,15,1.67
176488,2004,2,18,16,1.75
176489,2004,2,18,17,1.81
176490,2004,2,18,18,1.88
176491,2004,2,18,19,1.96
176492,2004,2,18,20,1.92
176493,2004,2,18,21,1.99
176494,2004,2,18,22,2.11
176495,2004,2,18,23,2.24
176496,2004,2,19,0,2.38
176497,2004,2,19,1,2.48
176498,2004,2,19,2,2.54
176499,2004,2,19,3,2.52
176500,2004,2,19,4,2.45
176501,2004,2,19,5,2.34
176502,2004,2,19,6,2.3
176503,2004,2,19,7,2.115
176504,2004,2,19,8,1.931
176505,2004,2,19,9,1.771
176506,2004,2,19,10,1.652
176507,2004,2,19,11,1.592
176508,2004,2,19,12,1.59
176509,2004,2,19,13,1.638
176510,2004,2,19,14,1.706
176511,2004,2,19,15,1.77
176512,2004,2,19,16,1.84
176513,2004,2,19,17,1.9
176514,2004,2,19,18,1.91
176515,2004,2,19,19,1.82
176516,2004,2,19,20,1.86
176517,2004,2,19,21,1.93
176518,2004,2,19,22,2.06
176519,2004,2,19,23,2.14
176520,2004,2,20,0,2.24
176521,2004,2,20,1,2.35
176522,2004,2,20,2,2.46
176523,2004,2,20,3,2.48
176524,2004,2,20,4,2.41
176525,2004,2,20,5,2.33
176526,2004,2,20,6,2.19
176527,2004,2,20,7,2.04
176528,2004,2,20,8,1.86
176529,2004,2,20,9,1.73
176530,2004,2,20,10,1.61
176531,2004,2,20,11,1.55
176532,2004,2,20,12,1.51
176533,2004,2,20,13,1.55
176534,2004,2,20,14,1.66
176535,2004,2,20,15,1.73
176536,2004,2,20,16,1.8
176537,2004,2,20,17,1.8
176538,2004,2,20,18,1.86
176539,2004,2,20,19,1.86
176540,2004,2,20,20,1.85
176541,2004,2,20,21,1.89
176542,2004,2,20,22,1.96
176543,2004,2,20,23,2.03
176544,2004,2,21,0,2.17
176545,2004,2,21,1,2.21
176546,2004,2,21,2,2.34
176547,2004,2,21,3,2.33
176548,2004,2,21,4,2.36
176549,2004,2,21,5,2.29
176550,2004,2,21,6,2.18
176551,2004,2,21,7,2.07
176552,2004,2,21,8,1.94
176553,2004,2,21,9,1.79
176554,2004,2,21,10,1.71
176555,2004,2,21,11,1.63
176556,2004,2,21,12,1.59
176557,2004,2,21,13,1.58
176558,2004,2,21,14,1.67
176559,2004,2,21,15,1.74
176560,2004,2,21,16,1.79
176561,2004,2,21,17,1.86
176562,2004,2,21,18,1.87
176563,2004,2,21,19,1.85
176564,2004,2,21,20,1.88
176565,2004,2,21,21,1.91
176566,2004,2,21,22,1.92
176567,2004,2,21,23,2.0
176568,2004,2,22,0,2.05
176569,2004,2,22,1,2.1
176570,2004,2,22,2,2.19
176571,2004,2,22,3,2.25
176572,2004,2,22,4,2.3
176573,2004,2,22,5,2.28
176574,2004,2,22,6,2.19
176575,2004,2,22,7,2.12
176576,2004,2,22,8,1.97
176577,2004,2,22,9,1.84
176578,2004,2,22,10,1.74
176579,2004,2,22,11,1.7
176580,2004,2,22,12,1.66
176581,2004,2,22,13,1.66
176582,2004,2,22,14,1.74
176583,2004,2,22,15,1.82
176584,2004,2,22,16,1.9
176585,2004,2,22,17,1.9
176586,2004,2,22,18,1.93
176587,2004,2,22,19,1.92
176588,2004,2,22,20,1.93
176589,2004,2,22,21,1.93
176590,2004,2,22,22,1.94
176591,2004,2,22,23,2.0
176592,2004,2,23,0,2.06
176593,2004,2,23,1,2.05
176594,2004,2,23,2,2.09
176595,2004,2,23,3,2.13
176596,2004,2,23,4,2.16
176597,2004,2,23,5,2.13
176598,2004,2,23,6,2.09
176599,2004,2,23,7,2.05
176600,2004,2,23,8,1.93
176601,2004,2,23,9,1.81
176602,2004,2,23,10,1.75
176603,2004,2,23,11,1.74
176604,2004,2,23,12,1.67
176605,2004,2,23,13,1.71
176606,2004,2,23,14,1.76
176607,2004,2,23,15,1.83
176608,2004,2,23,16,1.92
176609,2004,2,23,17,1.98
176610,2004,2,23,18,2.02
176611,2004,2,23,19,2.02
176612,2004,2,23,20,2.03
176613,2004,2,23,21,2.04
176614,2004,2,23,22,2.02
176615,2004,2,23,23,2.07
176616,2004,2,24,0,2.08
176617,2004,2,24,1,2.09
176618,2004,2,24,2,2.03
176619,2004,2,24,3,2.04
176620,2004,2,24,4,2.0
176621,2004,2,24,5,1.98
176622,2004,2,24,6,1.95
176623,2004,2,24,7,1.94
176624,2004,2,24,8,1.91
176625,2004,2,24,9,1.86
176626,2004,2,24,10,1.79
176627,2004,2,24,11,1.78
176628,2004,2,24,12,1.78
176629,2004,2,24,13,1.79
176630,2004,2,24,14,1.85
176631,2004,2,24,15,1.89
176632,2004,2,24,16,1.97
176633,2004,2,24,17,2.04
176634,2004,2,24,18,2.07
176635,2004,2,24,19,2.11
176636,2004,2,24,20,2.12
176637,2004,2,24,21,2.16
176638,2004,2,24,22,2.13
176639,2004,2,24,23,2.11
176640,2004,2,25,0,2.09
176641,2004,2,25,1,2.04
176642,2004,2,25,2,2.04
176643,2004,2,25,3,1.95
176644,2004,2,25,4,1.93
176645,2004,2,25,5,1.91
176646,2004,2,25,6,1.89
176647,2004,2,25,7,1.85
176648,2004,2,25,8,1.81
176649,2004,2,25,9,1.76
176650,2004,2,25,10,1.74
176651,2004,2,25,11,1.71
176652,2004,2,25,12,1.75
176653,2004,2,25,13,1.77
176654,2004,2,25,14,1.84
176655,2004,2,25,15,1.92
176656,2004,2,25,16,2.01
176657,2004,2,25,17,2.02
176658,2004,2,25,18,2.06
176659,2004,2,25,19,2.1
176660,2004,2,25,20,2.11
176661,2004,2,25,21,2.17
176662,2004,2,25,22,2.19
176663,2004,2,25,23,2.21
176664,2004,2,26,0,2.1
176665,2004,2,26,1,2.08
176666,2004,2,26,2,2.01
176667,2004,2,26,3,1.91
176668,2004,2,26,4,1.85
176669,2004,2,26,5,1.82
176670,2004,2,26,6,1.76
176671,2004,2,26,7,1.71
176672,2004,2,26,8,1.74
176673,2004,2,26,9,1.72
176674,2004,2,26,10,1.74
176675,2004,2,26,11,1.71
176676,2004,2,26,12,1.76
176677,2004,2,26,13,1.82
176678,2004,2,26,14,1.87
176679,2004,2,26,15,1.94
176680,2004,2,26,16,2.02
176681,2004,2,26,17,2.07
176682,2004,2,26,18,2.14
176683,2004,2,26,19,2.15
176684,2004,2,26,20,2.17
176685,2004,2,26,21,2.21
176686,2004,2,26,22,2.24
176687,2004,2,26,23,2.2
176688,2004,2,27,0,2.2
176689,2004,2,27,1,2.16
176690,2004,2,27,2,2.05
176691,2004,2,27,3,1.93
176692,2004,2,27,4,1.84
176693,2004,2,27,5,1.75
176694,2004,2,27,6,1.7
176695,2004,2,27,7,1.66
176696,2004,2,27,8,1.63
176697,2004,2,27,9,1.64
176698,2004,2,27,10,1.73
176699,2004,2,27,11,1.75
176700,2004,2,27,12,1.76
176701,2004,2,27,13,1.84
176702,2004,2,27,14,1.91
176703,2004,2,27,15,1.94
176704,2004,2,27,16,2.0
176705,2004,2,27,17,2.03
176706,2004,2,27,18,2.12
176707,2004,2,27,19,2.14
176708,2004,2,27,20,2.16
176709,2004,2,27,21,2.24
176710,2004,2,27,22,2.24
176711,2004,2,27,23,2.27
176712,2004,2,28,0,2.24
176713,2004,2,28,1,2.18
176714,2004,2,28,2,2.13
176715,2004,2,28,3,2.03
176716,2004,2,28,4,1.9
176717,2004,2,28,5,1.81
176718,2004,2,28,6,1.73
176719,2004,2,28,7,1.65
176720,2004,2,28,8,1.65
176721,2004,2,28,9,1.63
176722,2004,2,28,10,1.68
176723,2004,2,28,11,1.73
176724,2004,2,28,12,1.77
176725,2004,2,28,13,1.84
176726,2004,2,28,14,1.92
176727,2004,2,28,15,1.95
176728,2004,2,28,16,2.02
176729,2004,2,28,17,2.05
176730,2004,2,28,18,2.06
176731,2004,2,28,19,2.14
176732,2004,2,28,20,2.14
176733,2004,2,28,21,2.22
176734,2004,2,28,22,2.25
176735,2004,2,28,23,2.27
176736,2004,2,29,0,2.25
176737,2004,2,29,1,2.22
176738,2004,2,29,2,2.12
176739,2004,2,29,3,2.03
176740,2004,2,29,4,1.88
176741,2004,2,29,5,1.78
176742,2004,2,29,6,1.66
176743,2004,2,29,7,1.58
176744,2004,2,29,8,1.56
176745,2004,2,29,9,1.55
176746,2004,2,29,10,1.56
176747,2004,2,29,11,1.64
176748,2004,2,29,12,1.71
176749,2004,2,29,13,1.8
176750,2004,2,29,14,1.87
176751,2004,2,29,15,1.96
176752,2004,2,29,16,1.95
176753,2004,2,29,17,1.98
176754,2004,2,29,18,2.0
176755,2004,2,29,19,2.05
176756,2004,2,29,20,2.07
176757,2004,2,29,21,2.14
176758,2004,2,29,22,2.16
176759,2004,2,29,23,2.22
176760,2004,3,1,0,2.23
176761,2004,3,1,1,2.2
176762,2004,3,1,2,2.14
176763,2004,3,1,3,2.04
176764,2004,3,1,4,1.94
176765,2004,3,1,5,1.79
176766,2004,3,1,6,1.67
176767,2004,3,1,7,1.59
176768,2004,3,1,8,1.54
176769,2004,3,1,9,1.49
176770,2004,3,1,10,1.51
176771,2004,3,1,11,1.59
176772,2004,3,1,12,1.66
176773,2004,3,1,13,1.74
176774,2004,3,1,14,1.79
176775,2004,3,1,15,1.84
176776,2004,3,1,16,1.88
176777,2004,3,1,17,1.9
176778,2004,3,1,18,1.93
176779,2004,3,1,19,1.97
176780,2004,3,1,20,2.03
176781,2004,3,1,21,2.1
176782,2004,3,1,22,2.16
176783,2004,3,1,23,2.24
176784,2004,3,2,0,2.3
176785,2004,3,2,1,2.29
176786,2004,3,2,2,2.24
176787,2004,3,2,3,2.17
176788,2004,3,2,4,2.06
176789,2004,3,2,5,1.93
176790,2004,3,2,6,1.81
176791,2004,3,2,7,1.69
176792,2004,3,2,8,1.6
176793,2004,3,2,9,1.55
176794,2004,3,2,10,1.54
176795,2004,3,2,11,1.6
176796,2004,3,2,12,1.69
176797,2004,3,2,13,1.78
176798,2004,3,2,14,1.85
176799,2004,3,2,15,1.88
176800,2004,3,2,16,1.92
176801,2004,3,2,17,1.95
176802,2004,3,2,18,1.98
176803,2004,3,2,19,2.04
176804,2004,3,2,20,2.09
176805,2004,3,2,21,2.17
176806,2004,3,2,22,2.26
176807,2004,3,2,23,2.32
176808,2004,3,3,0,2.36
176809,2004,3,3,1,2.37
176810,2004,3,3,2,2.34
176811,2004,3,3,3,2.29
176812,2004,3,3,4,2.21
176813,2004,3,3,5,2.07
176814,2004,3,3,6,1.9
176815,2004,3,3,7,1.74
176816,2004,3,3,8,1.64
176817,2004,3,3,9,1.55
176818,2004,3,3,10,1.49
176819,2004,3,3,11,1.55
176820,2004,3,3,12,1.62
176821,2004,3,3,13,1.69
176822,2004,3,3,14,1.74
176823,2004,3,3,15,1.8
176824,2004,3,3,16,1.85
176825,2004,3,3,17,1.91
176826,2004,3,3,18,1.91
176827,2004,3,3,19,1.94
176828,2004,3,3,20,1.98
176829,2004,3,3,21,2.04
176830,2004,3,3,22,2.15
176831,2004,3,3,23,2.23
176832,2004,3,4,0,2.33
176833,2004,3,4,1,2.38
176834,2004,3,4,2,2.35
176835,2004,3,4,3,2.3
176836,2004,3,4,4,2.22
176837,2004,3,4,5,2.11
176838,2004,3,4,6,1.96
176839,2004,3,4,7,1.84
176840,2004,3,4,8,1.69
176841,2004,3,4,9,1.59
176842,2004,3,4,10,1.53
176843,2004,3,4,11,1.53
176844,2004,3,4,12,1.57
176845,2004,3,4,13,1.68
176846,2004,3,4,14,1.74
176847,2004,3,4,15,1.74
176848,2004,3,4,16,1.78
176849,2004,3,4,17,1.81
176850,2004,3,4,18,1.77
176851,2004,3,4,19,1.86
176852,2004,3,4,20,1.91
176853,2004,3,4,21,2.01
176854,2004,3,4,22,2.07
176855,2004,3,4,23,2.16
176856,2004,3,5,0,2.26
176857,2004,3,5,1,2.29
176858,2004,3,5,2,2.35
176859,2004,3,5,3,2.31
176860,2004,3,5,4,2.23
176861,2004,3,5,5,2.13
176862,2004,3,5,6,1.96
176863,2004,3,5,7,1.87
176864,2004,3,5,8,1.72
176865,2004,3,5,9,1.65
176866,2004,3,5,10,1.62
176867,2004,3,5,11,1.63
176868,2004,3,5,12,1.66
176869,2004,3,5,13,1.72
176870,2004,3,5,14,1.79
176871,2004,3,5,15,1.85
176872,2004,3,5,16,1.88
176873,2004,3,5,17,1.89
176874,2004,3,5,18,1.93
176875,2004,3,5,19,1.94
176876,2004,3,5,20,1.97
176877,2004,3,5,21,2.04
176878,2004,3,5,22,2.18
176879,2004,3,5,23,2.19
176880,2004,3,6,0,2.26
176881,2004,3,6,1,2.3
176882,2004,3,6,2,2.33
176883,2004,3,6,3,2.33
176884,2004,3,6,4,2.28
176885,2004,3,6,5,2.2
176886,2004,3,6,6,2.07
176887,2004,3,6,7,1.94
176888,2004,3,6,8,1.81
176889,2004,3,6,9,1.7
176890,2004,3,6,10,1.63
176891,2004,3,6,11,1.66
176892,2004,3,6,12,1.69
176893,2004,3,6,13,1.77
176894,2004,3,6,14,1.91
176895,2004,3,6,15,1.98
176896,2004,3,6,16,1.97
176897,2004,3,6,17,1.98
176898,2004,3,6,18,1.97
176899,2004,3,6,19,1.94
176900,2004,3,6,20,1.89
176901,2004,3,6,21,1.99
176902,2004,3,6,22,2.01
176903,2004,3,6,23,2.16
176904,2004,3,7,0,2.18
176905,2004,3,7,1,2.29
176906,2004,3,7,2,2.31
176907,2004,3,7,3,2.37
176908,2004,3,7,4,2.34
176909,2004,3,7,5,2.23
176910,2004,3,7,6,2.1
176911,2004,3,7,7,1.93
176912,2004,3,7,8,1.82
176913,2004,3,7,9,1.71
176914,2004,3,7,10,1.67
176915,2004,3,7,11,1.7
176916,2004,3,7,12,1.72
176917,2004,3,7,13,1.78
176918,2004,3,7,14,1.9
176919,2004,3,7,15,1.99
176920,2004,3,7,16,1.96
176921,2004,3,7,17,1.9
176922,2004,3,7,18,1.89
176923,2004,3,7,19,1.86
176924,2004,3,7,20,1.88
176925,2004,3,7,21,1.81
176926,2004,3,7,22,1.96
176927,2004,3,7,23,2.03
176928,2004,3,8,0,2.12
176929,2004,3,8,1,2.18
176930,2004,3,8,2,2.23
176931,2004,3,8,3,2.25
176932,2004,3,8,4,2.24
176933,2004,3,8,5,2.15
176934,2004,3,8,6,2.07
176935,2004,3,8,7,1.98
176936,2004,3,8,8,1.88
176937,2004,3,8,9,1.72
176938,2004,3,8,10,1.69
176939,2004,3,8,11,1.71
176940,2004,3,8,12,1.68
176941,2004,3,8,13,1.76
176942,2004,3,8,14,1.82
176943,2004,3,8,15,1.88
176944,2004,3,8,16,1.92
176945,2004,3,8,17,1.94
176946,2004,3,8,18,1.92
176947,2004,3,8,19,1.85
176948,2004,3,8,20,1.88
176949,2004,3,8,21,1.81
176950,2004,3,8,22,1.82
176951,2004,3,8,23,1.92
176952,2004,3,9,0,1.94
176953,2004,3,9,1,2.06
176954,2004,3,9,2,2.1
176955,2004,3,9,3,2.1
176956,2004,3,9,4,2.1
176957,2004,3,9,5,2.07
176958,2004,3,9,6,1.99
176959,2004,3,9,7,1.91
176960,2004,3,9,8,1.76
176961,2004,3,9,9,1.69
176962,2004,3,9,10,1.7
176963,2004,3,9,11,1.67
176964,2004,3,9,12,1.71
176965,2004,3,9,13,1.82
176966,2004,3,9,14,1.88
176967,2004,3,9,15,1.97
176968,2004,3,9,16,1.98
176969,2004,3,9,17,1.97
176970,2004,3,9,18,1.93
176971,2004,3,9,19,1.88
176972,2004,3,9,20,1.82
176973,2004,3,9,21,1.73
176974,2004,3,9,22,1.73
176975,2004,3,9,23,1.8
176976,2004,3,10,0,1.81
176977,2004,3,10,1,1.85
176978,2004,3,10,2,1.92
176979,2004,3,10,3,1.94
176980,2004,3,10,4,1.98
176981,2004,3,10,5,2.0
176982,2004,3,10,6,1.94
176983,2004,3,10,7,1.87
176984,2004,3,10,8,1.88
176985,2004,3,10,9,1.81
176986,2004,3,10,10,1.77
176987,2004,3,10,11,1.73
176988,2004,3,10,12,1.8
176989,2004,3,10,13,1.86
176990,2004,3,10,14,1.92
176991,2004,3,10,15,2.03
176992,2004,3,10,16,2.17
176993,2004,3,10,17,2.23
176994,2004,3,10,18,2.28
176995,2004,3,10,19,2.28
176996,2004,3,10,20,2.2
176997,2004,3,10,21,2.14
176998,2004,3,10,22,2.09
176999,2004,3,10,23,2.0
177000,2004,3,11,0,1.98
177001,2004,3,11,1,1.97
177002,2004,3,11,2,1.88
177003,2004,3,11,3,1.92
177004,2004,3,11,4,1.97
177005,2004,3,11,5,1.91
177006,2004,3,11,6,1.89
177007,2004,3,11,7,1.88
177008,2004,3,11,8,1.8
177009,2004,3,11,9,1.74
177010,2004,3,11,10,1.74
177011,2004,3,11,11,1.79
177012,2004,3,11,12,1.88
177013,2004,3,11,13,1.97
177014,2004,3,11,14,2.06
177015,2004,3,11,15,2.2
177016,2004,3,11,16,2.25
177017,2004,3,11,17,2.29
177018,2004,3,11,18,2.3
177019,2004,3,11,19,2.27
177020,2004,3,11,20,2.22
177021,2004,3,11,21,2.18
177022,2004,3,11,22,2.14
177023,2004,3,11,23,2.07
177024,2004,3,12,0,2.04
177025,2004,3,12,1,1.98
177026,2004,3,12,2,1.89
177027,2004,3,12,3,1.84
177028,2004,3,12,4,1.82
177029,2004,3,12,5,1.8
177030,2004,3,12,6,1.76
177031,2004,3,12,7,1.74
177032,2004,3,12,8,1.66
177033,2004,3,12,9,1.62
177034,2004,3,12,10,1.61
177035,2004,3,12,11,1.64
177036,2004,3,12,12,1.72
177037,2004,3,12,13,1.85
177038,2004,3,12,14,1.97
177039,2004,3,12,15,2.06
177040,2004,3,12,16,2.18
177041,2004,3,12,17,2.25
177042,2004,3,12,18,2.27
177043,2004,3,12,19,2.28
177044,2004,3,12,20,2.31
177045,2004,3,12,21,2.27
177046,2004,3,12,22,2.26
177047,2004,3,12,23,2.21
